variable_names,cell_methods,dimensions,branded_label-spreadsheet,branded_label-following_spreadsheet,matching
fresph,area: time: mean where shrubs,longitude latitude time,fresph_tavg-z0-hxy-shb,fresph_tavg-z0-hxy-shb,True
fresph,area: time: mean where trees,longitude latitude time,fresph_tavg-z0-hxy-tree,fresph_tavg-z0-hxy-tree,True
frespa,area: mean where land time: mean,longitude latitude time,frespa_tavg-z0-hxy-lnd,frespa_tavg-z0-hxy-lnd,True
frespa,area: mean where land time: mean,longitude latitude time,frespa_tavg-z0-hxy-lnd,frespa_tavg-z0-hxy-lnd,True
frespa,area: time: mean where natural_grasses,longitude latitude time,frespa_tavg-z0-hxy-ng,frespa_tavg-z0-hxy-ng,True
frespa,area: time: mean where sector,longitude latitude landUse time,frespa_tavg-z0-hxy-lus,frespa_tavg-z0-hxy-lus,True
frespa,area: time: mean where shrubs,longitude latitude time,frespa_tavg-z0-hxy-shb,frespa_tavg-z0-hxy-shb,True
frespa,area: time: mean where trees,longitude latitude time,frespa_tavg-z0-hxy-tree,frespa_tavg-z0-hxy-tree,True
rGrowth,area: mean where land time: mean,longitude latitude time,rGrowth_tavg-z0-hxy-lnd,rGrowth_tavg-z0-hxy-lnd,True
rMaint,area: mean where land time: mean,longitude latitude time,rMaint_tavg-z0-hxy-lnd,rMaint_tavg-z0-hxy-lnd,True
raLeaf,area: mean where land time: mean,longitude latitude time,raLeaf_tavg-z0-hxy-lnd,raLeaf_tavg-z0-hxy-lnd,True
raOther,area: mean where land time: mean,longitude latitude time,raOther_tavg-z0-hxy-lnd,raOther_tavg-z0-hxy-lnd,True
raRoot,area: mean where land time: mean,longitude latitude time,raRoot_tavg-z0-hxy-lnd,raRoot_tavg-z0-hxy-lnd,True
raStem,area: mean where land time: mean,longitude latitude time,raStem_tavg-z0-hxy-lnd,raStem_tavg-z0-hxy-lnd,True
hrlitter,area: mean where land time: mean,longitude latitude time,hrlitter_tavg-z0-hxy-lnd,hrlitter_tavg-z0-hxy-lnd,True
hrsoil,area: mean where land time: mean,longitude latitude time,hrsoil_tavg-z0-hxy-lnd,hrsoil_tavg-z0-hxy-lnd,True
fCH4prod,area: time: mean where wetland,longitude latitude time,fCH4prod_tavg-z0-hxy-wl,fCH4prod_tavg-z0-hxy-wl,True
fNgas,area: mean where land time: mean,longitude latitude time,fNgas_tavg-z0-hxy-lnd,fNgas_tavg-z0-hxy-lnd,True
fNgasNonFire,area: mean where land time: mean,longitude latitude time,fNgasNonFire_tavg-z0-hxy-lnd,fNgasNonFire_tavg-z0-hxy-lnd,True
fNgasFire,area: mean where land time: mean,longitude latitude time,fNgasFire_tavg-z0-hxy-lnd,fNgasFire_tavg-z0-hxy-lnd,True
fNloss,area: mean where land time: mean,longitude latitude time,fNloss_tavg-z0-hxy-lnd,fNloss_tavg-z0-hxy-lnd,True
fN2O,area: mean where land time: mean,longitude latitude time,fN2O_tavg-z0-hxy-lnd,fN2O_tavg-z0-hxy-lnd,True
fNOx,area: mean where land time: mean,longitude latitude time,fNOx_tavg-z0-hxy-lnd,fNOx_tavg-z0-hxy-lnd,True
fgdms,area: mean where sea time: mean,longitude latitude time,fgdms_tavg-z0-hxy-sea,fgdms_tavg-z0-hxy-sea,True
hfss,area: time: mean,longitude latitude time,hfss_tavg-z0-hxy-x,hfss_tavg-z0-hxy-x,True
hfss,area: mean time: point,longitude latitude time1,hfss_tpt-z0-hxy-x,hfss_tpt-z0-hxy-x,True
hfss,area: mean where land time: mean,longitude latitude time,hfss_tavg-z0-hxy-lnd,hfss_tavg-z0-hxy-lnd,True
hfss,area: time: mean,longitude latitude time,hfss_tavg-z0-hxy-x,hfss_tavg-z0-hxy-x,True
hfss,area: time: mean where ice_sheet,longitude latitude time,hfss_tavg-z0-hxy-is,hfss_tavg-z0-hxy-is,True
hfss,area: time: mean where ice_sheet,longitude latitude time,hfss_tavg-z0-hxy-is,hfss_tavg-z0-hxy-is,True
hfss,area: time: mean,longitude latitude time,hfss_tavg-z0-hxy-x,hfss_tavg-z0-hxy-x,True
hfss,area: mean time: point,longitude latitude time1,hfss_tpt-z0-hxy-x,hfss_tpt-z0-hxy-x,True
hfss,area: point time: point,site time1,hfss_tpt-z0-hxys-x,hfss_tpt-z0-hxys-x,True
hfss,area: time: mean where ice_sheet,longitude latitude time,hfss_tavg-z0-hxy-is,hfss_tavg-z0-hxy-is,True
hfss,area: time: mean where sector,longitude latitude landUse time,hfss_tavg-z0-hxy-lus,hfss_tavg-z0-hxy-lus,True
hfss,area: time: mean where sea_ice,longitude latitude time,hfss_tavg-z0-hxy-si,hfss_tavg-z0-hxy-si,True
rlus,area: time: mean,longitude latitude time,rlus_tavg-z0-hxy-x,rlus_tavg-z0-hxy-x,True
rlus,area: mean time: point,longitude latitude time1,rlus_tpt-z0-hxy-x,rlus_tpt-z0-hxy-x,True
rlus,area: time: mean,longitude latitude time,rlus_tavg-z0-hxy-x,rlus_tavg-z0-hxy-x,True
rlus,area: time: mean where ice_sheet,longitude latitude time,rlus_tavg-z0-hxy-is,rlus_tavg-z0-hxy-is,True
rlus,area: time: mean where ice_sheet,longitude latitude time,rlus_tavg-z0-hxy-is,rlus_tavg-z0-hxy-is,True
rlus,area: time: mean,longitude latitude time,rlus_tavg-z0-hxy-x,rlus_tavg-z0-hxy-x,True
rlus,area: point time: point,site time1,rlus_tpt-z0-hxys-x,rlus_tpt-z0-hxys-x,True
rlus,area: time: mean where ice_sheet,longitude latitude time,rlus_tavg-z0-hxy-is,rlus_tavg-z0-hxy-is,True
rlus,area: time: mean where sector,longitude latitude landUse time,rlus_tavg-z0-hxy-lus,rlus_tavg-z0-hxy-lus,True
rlus,area: time: mean where sea_ice,longitude latitude time,rlus_tavg-z0-hxy-si,rlus_tavg-z0-hxy-si,True
rsus,area: time: mean,longitude latitude time,rsus_tavg-z0-hxy-x,rsus_tavg-z0-hxy-x,True
rsus,area: mean time: point,longitude latitude time1,rsus_tpt-z0-hxy-x,rsus_tpt-z0-hxy-x,True
rsus,area: time: mean,longitude latitude time,rsus_tavg-z0-hxy-x,rsus_tavg-z0-hxy-x,True
rsus,area: time: mean where ice_sheet,longitude latitude time,rsus_tavg-z0-hxy-is,rsus_tavg-z0-hxy-is,True
rsus,area: time: mean where ice_sheet,longitude latitude time,rsus_tavg-z0-hxy-is,rsus_tavg-z0-hxy-is,True
rsus,area: time: mean,longitude latitude time,rsus_tavg-z0-hxy-x,rsus_tavg-z0-hxy-x,True
rsus,area: point time: point,site time1,rsus_tpt-z0-hxys-x,rsus_tpt-z0-hxys-x,True
rsus,area: time: mean where ice_sheet,longitude latitude time,rsus_tavg-z0-hxy-is,rsus_tavg-z0-hxy-is,True
rsus,area: time: mean where sector,longitude latitude landUse time,rsus_tavg-z0-hxy-lus,rsus_tavg-z0-hxy-lus,True
rsus,area: time: mean where sea_ice,longitude latitude time,rsus_tavg-z0-hxy-si,rsus_tavg-z0-hxy-si,True
rsuscs,area: time: mean,longitude latitude time,rsuscs_tavg-z0-hxy-x,rsuscs_tavg-z0-hxy-x,True
rsuscs,area: mean time: point,longitude latitude time1,rsuscs_tpt-z0-hxy-x,rsuscs_tpt-z0-hxy-x,True
rsuscs,area: time: mean,longitude latitude time,rsuscs_tavg-z0-hxy-x,rsuscs_tavg-z0-hxy-x,True
rsuscs,area: time: mean,longitude latitude time,rsuscs_tavg-z0-hxy-x,rsuscs_tavg-z0-hxy-x,True
rsuscs,area: point time: point,site time1,rsuscs_tpt-z0-hxys-x,rsuscs_tpt-z0-hxys-x,True
rsuscsbnd,area: mean time: point,longitude latitude spectband time1,rsuscsbnd_tpt-z0-hxy-x,rsuscsbnd_tpt-z0-hxy-x,True
rsuscsaf,area: mean time: point,longitude latitude time1,rsuscsaf_tpt-z0-hxy-x,rsuscsaf_tpt-z0-hxy-x,True
rsuscsafbnd,area: mean time: point,longitude latitude spectband time1,rsuscsafbnd_tpt-z0-hxy-x,rsuscsafbnd_tpt-z0-hxy-x,True
eow,area: mean where land time: mean,longitude latitude time,eow_tavg-z0-hxy-lnd,eow_tavg-z0-hxy-lnd,True
tistop,area: time: mean where ice_sheet,longitude latitude time,tistop_tavg-z0-hxy-is,tistop_tavg-z0-hxy-is,True
tistop,area: time: mean where ice_sheet,longitude latitude time,tistop_tavg-z0-hxy-is,tistop_tavg-z0-hxy-is,True
tistop,area: time: mean where ice_sheet,longitude latitude time,tistop_tavg-z0-hxy-is,tistop_tavg-z0-hxy-is,True
tistop,area: time: mean where ice_sheet,longitude latitude time,tistop_tavg-z0-hxy-is,tistop_tavg-z0-hxy-is,True
tistop,area: time: mean where ice_sheet,longitude latitude time,tistop_tavg-z0-hxy-is,tistop_tavg-z0-hxy-is,True
hfevapds,area: time: mean where ice_free_sea over sea ,longitude latitude time,hfevapds_tavg-z0-hxy-ifs,hfevapds_tavg-z0-hxy-ifs,True
hfrainds,area: time: mean where ice_free_sea over sea ,longitude latitude time,hfrainds_tavg-z0-hxy-ifs,hfrainds_tavg-z0-hxy-ifs,True
hfrunoffds,area: mean where sea time: mean,longitude latitude olevel time,hfrunoffds_tavg-l-hxy-sea,hfrunoffds_tavg-l-hxy-sea,True
hfrunoffds,area: mean where sea time: mean,longitude latitude time,hfrunoffds_tavg-z0-hxy-sea,hfrunoffds_tavg-z0-hxy-sea,True
tsnld,area: time: mean where snow (on land or land_ice with samples weighted by snow mass),longitude latitude time,tsnld_tavg-z0-hxy-sn,tsnld_tavg-z0-hxy-sn,True
tsnld,area: time: mean where snow (on land or land_ice with samples weighted by snow mass),longitude latitude time,tsnld_tavg-z0-hxy-sn,tsnld_tavg-z0-hxy-sn,True
tsnis,"area: time: mean where snow (on ice_sheet, with samples weighted by snow mass)",longitude latitude time,tsnis_tavg-z0-hxy-sn,tsnis_tavg-z0-hxy-sn,True
tsnis,"area: time: mean where snow (on ice_sheet, with samples weighted by snow mass)",longitude latitude time,tsnis_tavg-z0-hxy-sn,tsnis_tavg-z0-hxy-sn,True
tsnis,"area: time: mean where snow (on ice_sheet, with samples weighted by snow mass)",longitude latitude time,tsnis_tavg-z0-hxy-sn,tsnis_tavg-z0-hxy-sn,True
tnt,area: time: mean,longitude latitude alevel time,tnt_tavg-l-hxy-x,tnt_tavg-l-hxy-x,True
tnt,area: mean time: point,longitude latitude alevel time1,tnt_tpt-l-hxy-x,tnt_tpt-l-hxy-x,True
tnt,area: point time: point,alevel site time1,tnt_tpt-l-hxys-x,tnt_tpt-l-hxys-x,True
tnta,area: time: mean,longitude latitude alevel time,tnta_tavg-l-hxy-x,tnta_tavg-l-hxy-x,True
tnta,area: point time: point,alevel site time1,tnta_tpt-l-hxys-x,tnta_tpt-l-hxys-x,True
tntpbl,area: time: mean,longitude latitude alevel time,tntpbl_tavg-l-hxy-x,tntpbl_tavg-l-hxy-x,True
tntpbl,area: point time: point,alevel site time1,tntpbl_tpt-l-hxys-x,tntpbl_tpt-l-hxys-x,True
tntc,area: time: mean,longitude latitude alevel time,tntc_tavg-l-hxy-x,tntc_tavg-l-hxy-x,True
tntc,longitude: time: mean where air,latitude plev39 time,tntc_tavg-p39-hy-air,tntc_tavg-p39-hy-air,True
tntc,area: point time: point,alevel site time1,tntc_tpt-l-hxys-x,tntc_tpt-l-hxys-x,True
zmtnt,longitude: time: mean where air,latitude plev39 time,zmtnt_tavg-p39-hy-air,zmtnt_tavg-p39-hy-air,True
tntd,area: time: mean,longitude latitude alevel time,tntd_tavg-l-hxy-x,tntd_tavg-l-hxy-x,True
tntd,area: point time: point,alevel site time1,tntd_tpt-l-hxys-x,tntd_tpt-l-hxys-x,True
tntnogw,longitude: time: mean where air,latitude plev39 time,tntnogw_tavg-p39-hy-air,tntnogw_tavg-p39-hy-air,True
tntogw,longitude: time: mean where air,latitude plev39 time,tntogw_tavg-p39-hy-air,tntogw_tavg-p39-hy-air,True
tntrl,area: time: mean,longitude latitude alevel time,tntrl_tavg-l-hxy-x,tntrl_tavg-l-hxy-x,True
tntrl,area: time: mean where air,longitude latitude plev27 time,tntrl_tavg-p27-hxy-air,tntrl_tavg-p27-hxy-air,True
tntrl,longitude: time: mean where air,latitude plev39 time,tntrl_tavg-p39-hy-air,tntrl_tavg-p39-hy-air,True
tntrl,area: point time: point,alevel site time1,tntrl_tpt-l-hxys-x,tntrl_tpt-l-hxys-x,True
tntrlcs,area: time: mean,longitude latitude alevel time,tntrlcs_tavg-l-hxy-x,tntrlcs_tavg-l-hxy-x,True
tntrlcs,longitude: time: mean where air,latitude plev39 time,tntrlcs_tavg-p39-hy-air,tntrlcs_tavg-p39-hy-air,True
tntrlcs,area: point time: point,alevel site time1,tntrlcs_tpt-l-hxys-x,tntrlcs_tpt-l-hxys-x,True
zmlwaero,longitude: mean time: point,latitude alevel time1,zmlwaero_tpt-l-hy-x,zmlwaero_tpt-l-hy-x,True
tntmp,area: time: mean,longitude latitude alevel time,tntmp_tavg-l-hxy-x,tntmp_tavg-l-hxy-x,True
tntmp,area: time: mean where air,longitude latitude plev27 time,tntmp_tavg-p27-hxy-air,tntmp_tavg-p27-hxy-air,True
tntmp,longitude: time: mean where air,latitude plev39 time,tntmp_tavg-p39-hy-air,tntmp_tavg-p39-hy-air,True
tntmp,area: point time: point,alevel site time1,tntmp_tpt-l-hxys-x,tntmp_tpt-l-hxys-x,True
tntr,area: mean where air time: point,longitude latitude plev27 time1,tntr_tpt-p27-hxy-air,tntr_tpt-p27-hxy-air,True
tntr,area: time: mean,longitude latitude alevel time,tntr_tavg-l-hxy-x,tntr_tavg-l-hxy-x,True
tntr,area: point time: point,alevel site time1,tntr_tpt-l-hxys-x,tntr_tpt-l-hxys-x,True
tntrs,area: time: mean,longitude latitude alevel time,tntrs_tavg-l-hxy-x,tntrs_tavg-l-hxy-x,True
tntrs,area: time: mean where air,longitude latitude plev27 time,tntrs_tavg-p27-hxy-air,tntrs_tavg-p27-hxy-air,True
tntrs,longitude: time: mean where air,latitude plev39 time,tntrs_tavg-p39-hy-air,tntrs_tavg-p39-hy-air,True
tntrs,area: point time: point,alevel site time1,tntrs_tpt-l-hxys-x,tntrs_tpt-l-hxys-x,True
tntrscs,area: time: mean,longitude latitude alevel time,tntrscs_tavg-l-hxy-x,tntrscs_tavg-l-hxy-x,True
tntrscs,longitude: time: mean where air,latitude plev39 time,tntrscs_tavg-p39-hy-air,tntrscs_tavg-p39-hy-air,True
tntrscs,area: point time: point,alevel site time1,tntrscs_tpt-l-hxys-x,tntrscs_tpt-l-hxys-x,True
zmswaero,longitude: mean time: point,latitude alevel time1,zmswaero_tpt-l-hy-x,zmswaero_tpt-l-hy-x,True
tntscp,area: time: mean,longitude latitude alevel time,tntscp_tavg-l-hxy-x,tntscp_tavg-l-hxy-x,True
tntscp,longitude: time: mean where air,latitude plev39 time,tntscp_tavg-p39-hy-air,tntscp_tavg-p39-hy-air,True
tntscp,area: point time: point,alevel site time1,tntscp_tpt-l-hxys-x,tntscp_tpt-l-hxys-x,True
tntscpbl,area: time: mean,longitude latitude alevel time,tntscpbl_tavg-l-hxy-x,tntscpbl_tavg-l-hxy-x,True
tntscpbl,area: point time: point,alevel site time1,tntscpbl_tpt-l-hxys-x,tntscpbl_tpt-l-hxys-x,True
eminh3,area: time: mean,longitude latitude time,eminh3_tavg-z0-hxy-x,eminh3_tavg-z0-hxy-x,True
emibvoc,area: time: mean,longitude latitude time,emibvoc_tavg-z0-hxy-x,emibvoc_tavg-z0-hxy-x,True
fco2antt,area: mean where land over all_area_types time: mean,longitude latitude time,fco2antt_tavg-z0-hxy-lnd,fco2antt_tavg-z0-hxy-lnd,True
fco2antt,area: time: mean,longitude latitude time,fco2antt_tavg-z0-hxy-x,fco2antt_tavg-z0-hxy-x,True
fco2antt,area: point time: point,site time1,fco2antt_tpt-z0-hxys-x,fco2antt_tpt-z0-hxys-x,True
fProductDecomp,area: mean time: mean,longitude latitude time,fProductDecomp_tavg-z0-hxy-x,fProductDecomp_tavg-z0-hxy-x,True
fProductDecomp,area: mean where sector over all_area_types time: mean,longitude latitude landUse time,fProductDecomp_tavg-z0-hxy-lus,fProductDecomp_tavg-z0-hxy-lus,True
fco2fos,area: time: mean,longitude latitude time,fco2fos_tavg-z0-hxy-x,fco2fos_tavg-z0-hxy-x,True
fco2fos,area: point time: point,site time1,fco2fos_tpt-z0-hxys-x,fco2fos_tpt-z0-hxys-x,True
emiaco,area: time: mean,longitude latitude time,emiaco_tavg-z0-hxy-x,emiaco_tavg-z0-hxy-x,True
emico,area: time: mean,longitude latitude time,emico_tavg-z0-hxy-x,emico_tavg-z0-hxy-x,True
emidms,area: time: mean,longitude latitude time,emidms_tavg-z0-hxy-x,emidms_tavg-z0-hxy-x,True
emidust,area: time: mean,longitude latitude time,emidust_tavg-z0-hxy-x,emidust_tavg-z0-hxy-x,True
md,area: time: mean,longitude latitude alevel time,md_tavg-l-hxy-x,md_tavg-l-hxy-x,True
emibc,area: time: mean,longitude latitude time,emibc_tavg-z0-hxy-x,emibc_tavg-z0-hxy-x,True
emiisop,area: time: mean,longitude latitude time,emiisop_tavg-z0-hxy-x,emiisop_tavg-z0-hxy-x,True
fNAnthDisturb,area: mean where land over all_area_types time: mean,longitude latitude time,fNAnthDisturb_tavg-z0-hxy-lnd,fNAnthDisturb_tavg-z0-hxy-lnd,True
emivoc,area: time: mean,longitude latitude time,emivoc_tavg-z0-hxy-x,emivoc_tavg-z0-hxy-x,True
emianox,area: time: mean,longitude latitude time,emianox_tavg-z0-hxy-x,emianox_tavg-z0-hxy-x,True
eminox,area: time: mean,longitude latitude time,eminox_tavg-z0-hxy-x,eminox_tavg-z0-hxy-x,True
emiaoa,area: time: mean,longitude latitude time,emiaoa_tavg-z0-hxy-x,emiaoa_tavg-z0-hxy-x,True
emioa,area: time: mean,longitude latitude time,emioa_tavg-z0-hxy-x,emioa_tavg-z0-hxy-x,True
emiss,area: time: mean,longitude latitude time,emiss_tavg-z0-hxy-x,emiss_tavg-z0-hxy-x,True
chepasoa,area: time: mean,longitude latitude time,chepasoa_tavg-z0-hxy-x,chepasoa_tavg-z0-hxy-x,True
chepsoa,area: time: mean,longitude latitude time,chepsoa_tavg-z0-hxy-x,chepsoa_tavg-z0-hxy-x,True
cheaqpso4,area: time: mean,longitude latitude alevel time,cheaqpso4_tavg-l-hxy-x,cheaqpso4_tavg-l-hxy-x,True
emiso4,area: time: mean,longitude latitude time,emiso4_tavg-z0-hxy-x,emiso4_tavg-z0-hxy-x,True
chegpso4,area: time: mean,longitude latitude alevel time,chegpso4_tavg-l-hxy-x,chegpso4_tavg-l-hxy-x,True
emiso2,area: time: mean,longitude latitude time,emiso2_tavg-z0-hxy-x,emiso2_tavg-z0-hxy-x,True
sblnosn,area: mean where land time: mean,longitude latitude time,sblnosn_tavg-z0-hxy-lnd,sblnosn_tavg-z0-hxy-lnd,True
sbl,area: mean time: point,longitude latitude time1,sbl_tpt-z0-hxy-x,sbl_tpt-z0-hxy-x,True
sbl,area: mean where land time: mean,longitude latitude time,sbl_tavg-z0-hxy-lnd,sbl_tavg-z0-hxy-lnd,True
sbl,area: time: mean,longitude latitude time,sbl_tavg-z0-hxy-x,sbl_tavg-z0-hxy-x,True
sbl,area: mean where land time: mean,longitude latitude time,sbl_tavg-z0-hxy-lnd,sbl_tavg-z0-hxy-lnd,True
sbl,area: time: mean where ice_sheet,longitude latitude time,sbl_tavg-z0-hxy-is,sbl_tavg-z0-hxy-is,True
sbl,area: time: mean where ice_sheet,longitude latitude time,sbl_tavg-z0-hxy-is,sbl_tavg-z0-hxy-is,True
sbl,area: point time: point,site time1,sbl_tpt-z0-hxys-x,sbl_tpt-z0-hxys-x,True
sbl,area: time: mean where ice_sheet,longitude latitude time,sbl_tavg-z0-hxy-is,sbl_tavg-z0-hxy-is,True
sbl,area: time: mean where sea_ice,longitude latitude time,sbl_tavg-z0-hxy-si,sbl_tavg-z0-hxy-si,True
lossco,area: time: mean,longitude latitude alevel time,lossco_tavg-l-hxy-x,lossco_tavg-l-hxy-x,True
lossch4,area: time: mean,longitude latitude alevel time,lossch4_tavg-l-hxy-x,lossch4_tavg-l-hxy-x,True
lossn2o,area: time: mean,longitude latitude alevel time,lossn2o_tavg-l-hxy-x,lossn2o_tavg-l-hxy-x,True
o3loss,area: time: mean,longitude latitude alevel time,o3loss_tavg-l-hxy-x,o3loss_tavg-l-hxy-x,True
o3prod,area: time: mean,longitude latitude alevel time,o3prod_tavg-l-hxy-x,o3prod_tavg-l-hxy-x,True
emilnox,area: time: mean,longitude latitude alevel time,emilnox_tavg-l-hxy-x,emilnox_tavg-l-hxy-x,True
utendvtem,longitude: time: mean where air,latitude plev39 time,utendvtem_tavg-p39-hy-air,utendvtem_tavg-p39-hy-air,True
utendwtem,longitude: time: mean where air,latitude plev39 time,utendwtem_tavg-p39-hy-air,utendwtem_tavg-p39-hy-air,True
utendepfd,longitude: time: mean where air,latitude plev39 time,utendepfd_tavg-p39-hy-air,utendepfd_tavg-p39-hy-air,True
utendepfd,longitude: time: mean where air,latitude plev39 time,utendepfd_tavg-p39-hy-air,utendepfd_tavg-p39-hy-air,True
utendnogw,area: mean where air time: point,longitude latitude plev27 time1,utendnogw_tpt-p27-hxy-air,utendnogw_tpt-p27-hxy-air,True
utendnogw,longitude: time: mean where air,latitude plev39 time,utendnogw_tavg-p39-hy-air,utendnogw_tavg-p39-hy-air,True
utendnogw,area: time: mean where air,longitude latitude plev19 time,utendnogw_tavg-p19-hxy-air,utendnogw_tavg-p19-hxy-air,True
utendnogw,longitude: time: mean where air,latitude plev39 time,utendnogw_tavg-p39-hy-air,utendnogw_tavg-p39-hy-air,True
diabdrag,area: time: mean where air,longitude latitude plev19 time,diabdrag_tavg-p19-hxy-air,diabdrag_tavg-p19-hxy-air,True
utendogw,longitude: time: mean where air,latitude plev39 time,utendogw_tavg-p39-hy-air,utendogw_tavg-p39-hy-air,True
utendogw,area: time: mean where air,longitude latitude plev19 time,utendogw_tavg-p19-hxy-air,utendogw_tavg-p19-hxy-air,True
tendlibmassbf,area: sum where ice_sheet time: mean, time,tendlibmassbf_tavg-z0-hm-is,tendlibmassbf_tavg-z0-hm-is,True
tendlibmassbf,area: sum where ice_sheet time: mean, time,tendlibmassbf_tavg-z0-hm-is,tendlibmassbf_tavg-z0-hm-is,True
tendlicalvf,area: sum where ice_sheet time: mean, time,tendlicalvf_tavg-z0-hm-is,tendlicalvf_tavg-z0-hm-is,True
tendlicalvf,area: sum where ice_sheet time: mean, time,tendlicalvf_tavg-z0-hm-is,tendlicalvf_tavg-z0-hm-is,True
tendacabf,area: sum where ice_sheet time: mean, time,tendacabf_tavg-z0-hm-is,tendacabf_tavg-z0-hm-is,True
tendacabf,area: sum where ice_sheet time: mean, time,tendacabf_tavg-z0-hm-is,tendacabf_tavg-z0-hm-is,True
parag,area: mean where sea time: mean,longitude latitude olevel time,parag_tavg-l-hxy-sea,parag_tavg-l-hxy-sea,True
darag,area: mean where sea time: mean,longitude latitude olevel time,darag_tavg-l-hxy-sea,darag_tavg-l-hxy-sea,True
pcalc,area: mean where sea time: mean,longitude latitude olevel time,pcalc_tavg-l-hxy-sea,pcalc_tavg-l-hxy-sea,True
dcalc,area: mean where sea time: mean,longitude latitude olevel time,dcalc_tavg-l-hxy-sea,dcalc_tavg-l-hxy-sea,True
bddtdic,area: mean where sea time: mean,longitude latitude olevel time,bddtdic_tavg-l-hxy-sea,bddtdic_tavg-l-hxy-sea,True
bddtdife,area: mean where sea time: mean,longitude latitude olevel time,bddtdife_tavg-l-hxy-sea,bddtdife_tavg-l-hxy-sea,True
bddtdin,area: mean where sea time: mean,longitude latitude olevel time,bddtdin_tavg-l-hxy-sea,bddtdin_tavg-l-hxy-sea,True
bddtdip,area: mean where sea time: mean,longitude latitude olevel time,bddtdip_tavg-l-hxy-sea,bddtdip_tavg-l-hxy-sea,True
bddtdisi,area: mean where sea time: mean,longitude latitude olevel time,bddtdisi_tavg-l-hxy-sea,bddtdisi_tavg-l-hxy-sea,True
fediss,area: mean where sea time: mean,longitude latitude olevel time,fediss_tavg-l-hxy-sea,fediss_tavg-l-hxy-sea,True
fescav,area: mean where sea time: mean,longitude latitude olevel time,fescav_tavg-l-hxy-sea,fescav_tavg-l-hxy-sea,True
pbfe,area: mean where sea time: mean,longitude latitude olevel time,pbfe_tavg-l-hxy-sea,pbfe_tavg-l-hxy-sea,True
oxprod,longitude: time: mean where air,latitude plev39 time,oxprod_tavg-p39-hy-air,oxprod_tavg-p39-hy-air,True
oxloss,longitude: time: mean where air,latitude plev39 time,oxloss_tavg-p39-hy-air,oxloss_tavg-p39-hy-air,True
graz,area: mean where sea time: mean,longitude latitude olevel time,graz_tavg-l-hxy-sea,graz_tavg-l-hxy-sea,True
graz,area: mean where sea time: mean,longitude latitude olevel time,graz_tavg-l-hxy-sea,graz_tavg-l-hxy-sea,True
pp,area: mean where sea time: mean,longitude latitude olevel time,pp_tavg-l-hxy-sea,pp_tavg-l-hxy-sea,True
pp,area: mean where sea time: mean,longitude latitude olevel time,pp_tavg-l-hxy-sea,pp_tavg-l-hxy-sea,True
pp,area: mean where sea time: mean,longitude latitude time depth0m,pp_tavg-z00-hxy-sea,pp_tavg-z00-hxy-sea,True
ppcalc,area: mean where sea time: mean,longitude latitude olevel time,ppcalc_tavg-l-hxy-sea,ppcalc_tavg-l-hxy-sea,True
ppcalc,area: mean where sea time: mean,longitude latitude olevel time,ppcalc_tavg-l-hxy-sea,ppcalc_tavg-l-hxy-sea,True
ppdiat,area: mean where sea time: mean,longitude latitude olevel time,ppdiat_tavg-l-hxy-sea,ppdiat_tavg-l-hxy-sea,True
ppdiat,area: mean where sea time: mean,longitude latitude olevel time,ppdiat_tavg-l-hxy-sea,ppdiat_tavg-l-hxy-sea,True
ppdiaz,area: mean where sea time: mean,longitude latitude olevel time,ppdiaz_tavg-l-hxy-sea,ppdiaz_tavg-l-hxy-sea,True
ppdiaz,area: mean where sea time: mean,longitude latitude olevel time,ppdiaz_tavg-l-hxy-sea,ppdiaz_tavg-l-hxy-sea,True
ppmisc,area: mean where sea time: mean,longitude latitude olevel time,ppmisc_tavg-l-hxy-sea,ppmisc_tavg-l-hxy-sea,True
ppmisc,area: mean where sea time: mean,longitude latitude olevel time,ppmisc_tavg-l-hxy-sea,ppmisc_tavg-l-hxy-sea,True
pppico,area: mean where sea time: mean,longitude latitude olevel time,pppico_tavg-l-hxy-sea,pppico_tavg-l-hxy-sea,True
pppico,area: mean where sea time: mean,longitude latitude olevel time,pppico_tavg-l-hxy-sea,pppico_tavg-l-hxy-sea,True
pnitrate,area: mean where sea time: mean,longitude latitude olevel time,pnitrate_tavg-l-hxy-sea,pnitrate_tavg-l-hxy-sea,True
remoc,area: mean where sea time: mean,longitude latitude olevel time,remoc_tavg-l-hxy-sea,remoc_tavg-l-hxy-sea,True
pbsi,area: mean where sea time: mean,longitude latitude olevel time,pbsi_tavg-l-hxy-sea,pbsi_tavg-l-hxy-sea,True
vtendnogw,area: mean where air time: point,longitude latitude plev27 time1,vtendnogw_tpt-p27-hxy-air,vtendnogw_tpt-p27-hxy-air,True
vtendnogw,area: time: mean where air,longitude latitude plev19 time,vtendnogw_tavg-p19-hxy-air,vtendnogw_tavg-p19-hxy-air,True
vtendnogw,longitude: time: mean where air,latitude plev39 time,vtendnogw_tavg-p39-hy-air,vtendnogw_tavg-p39-hy-air,True
vtendogw,area: time: mean where air,longitude latitude plev19 time,vtendogw_tavg-p19-hxy-air,vtendogw_tavg-p19-hxy-air,True
tnkebto,area: mean where sea time: mean within years time: mean over years,longitude latitude olevel time2,tnkebto_tcla-l-hxy-sea,tnkebto_tcla-l-hxy-sea,True
